,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
525,5525,For sale,Mangaļsala,Bākas 19,2,54.0,2.0,4.0,Specpr.,Brick-Panel,All amenities
527,5527,For sale,centrs,Alauksta 9,4,169.9,6.0,6.0,Jaun.,Brick-Panel,All amenities
528,5528,For sale,Iļģuciems,Vaidelotes 26,1,30.0,1.0,5.0,Hrušč.,Brick,Partial amenities
530,5530,For sale,Maskavas priekšpilsēta,Krāslavas 7,3,74.0,4.0,5.0,P. kara,Masonry,All amenities
531,5531,For sale,centrs,Skārņu 25,2,45.0,3.0,5.0,Specpr.,Brick,All amenities
533,5533,For sale,Vecrīga,Kungu 25,5,247.0,4.0,6.0,Specpr.,Panel,All amenities
534,5534,For sale,Vecrīga,Kungu 25,4,164.0,6.0,6.0,Specpr.,Panel,All amenities
535,5535,For sale,Vecrīga,Kungu 25,Citi,330.0,5.0,6.0,Specpr.,Panel,All amenities
536,5536,For sale,Vecrīga,Kungu 25,4,132.0,4.0,6.0,Specpr.,Panel,All amenities
537,5537,For sale,centrs,Alberta 7,6,168.0,2.0,5.0,P. kara,Masonry,All amenities
538,5538,For sale,Āgenskalns,Uzvaras bulv. 2/4a,2,52.0,2.0,2.0,P. kara,Brick,Partial amenities
539,5539,For sale,Zolitūde,Priedaines 13,4,184.0,5.0,5.0,Jaun.,Panel-Brick,All amenities
540,5540,For sale,Āgenskalns,Vīlipa 8,2,50.0,3.0,9.0,467.,Panel,All amenities
541,5541,For sale,Torņakalns,Jelgavas 63,2,47.0,3.0,6.0,Jaun.,Panel-Brick,All amenities
542,5542,For sale,Teika,Palmu 13,2,48.0,1.0,2.0,P. kara,Brick,All amenities
543,5543,For sale,Iļģuciems,Reņģes 5,2,50.0,2.0,3.0,Staļina,Brick,All amenities
544,5544,For sale,Iļģuciems,Buļļu 42a,1,45.0,5.0,9.0,119.,Panel,All amenities
545,5545,For sale,Purvciems,Stirnu 43,3,59.0,1.0,5.0,LT proj.,Panel,All amenities
547,5547,For sale,Šampēteris-Pleskodāle,Stendes 5,2,72.0,1.0,5.0,Jaun.,Panel,All amenities
548,5548,For sale,Purvciems,Madonas 25,4,93.0,6.0,9.0,119.,Panel,All amenities
549,5549,For sale,Purvciems,Dzelzavas 74k1,3,73.8,7.0,11.0,Jaun.,Masonry,All amenities
553,5553,For sale,Ķīpsala,Balasta d. 72,3,122.0,1.0,3.0,Jaun.,Masonry,All amenities
555,5555,For sale,Dārzciems,Sesku 11,1,42.0,5.0,5.0,M. ģim.,Panel,All amenities
557,5557,For sale,Iļģuciems,Baltā 22/1,3,65.0,3.0,5.0,103.,Brick-Panel,All amenities
558,5558,For sale,Vecmīlgrāvis,Meldru 6,2,43.0,5.0,4.0,Hrušč.,Brick,All amenities
559,5559,For sale,Ķengarags,Aglonas 12,3,60.0,1.0,5.0,Hrušč.,Panel,All amenities
564,5564,For sale,centrs,Vīlandes 5,5,225.0,5.0,6.0,P. kara,Masonry,All amenities
569,5569,For sale,centrs,Tērbatas 59/61,4,97.0,6.0,6.0,Renov.,Masonry,All amenities
570,5570,For sale,Bolderāja,Gobas 29,2,60.0,4.0,5.0,Specpr.,Brick,All amenities
571,5571,For sale,Purvciems,Stirnu 36,2,45.0,5.0,5.0,LT proj.,Panel,All amenities
572,5572,For sale,centrs,Blaumaņa 12,2,58.3,6.0,6.0,Renov.,Masonry,All amenities
578,5578,For sale,Imanta,Dubultu 4,3,55.0,5.0,5.0,LT proj.,Panel,All amenities
582,5582,For sale,Daugavgrīva,Birzes 46,3,71.7,2.0,5.0,103.,Brick,All amenities
586,5586,For sale,centrs,Skanstes 29a,5,167.0,21.0,24.0,Jaun.,Panel-Brick,All amenities
587,5587,For sale,centrs,Maskavas 57,2,68.0,3.0,3.0,P. kara,Masonry,All amenities
590,5590,For sale,Ziepniekkalns,Valdeķu 50/1,3,64.0,8.0,9.0,602.,Panel,All amenities
599,5599,For sale,Dārzciems,Sesku 7/1,1,42.0,2.0,5.0,M. ģim.,Panel,All amenities
601,5601,For sale,Vecmīlgrāvis,Rinkas 3,3,67.0,1.0,5.0,LT proj.,Panel,All amenities
604,5604,For sale,Ķengarags,Salaspils 18/4,2,45.0,4.0,5.0,LT proj.,Panel,All amenities
605,5605,For sale,centrs,Blaumaņa 36,Citi,190.0,4.0,5.0,P. kara,Brick,All amenities
612,5612,For sale,Ziepniekkalns,Līvciema 9/1,3,76.0,5.0,7.0,Specpr.,Panel,All amenities
615,5615,For sale,centrs,Šarlotes 7,2,33.0,3.0,6.0,Jaun.,Masonry,Partial amenities
617,5617,For sale,Jugla,Bākūžu 13a,4,96.1,1.0,3.0,Renov.,Masonry,All amenities
618,5618,For sale,Purvciems,Ūnijas 76a,3,62.0,5.0,5.0,LT proj.,Panel,Partial amenities
619,5619,For sale,Teika,Brīvības gatve 229,2,42.0,5.0,5.0,Hrušč.,Brick,All amenities
622,5622,For sale,centrs,Ģertrūdes 69/71,3,83.0,3.0,6.0,P. kara,Masonry,All amenities
623,5623,For sale,centrs,11. novembra krastm. 121,2,51.0,3.0,6.0,Jaun.,Masonry,All amenities
624,5624,For sale,Ziepniekkalns,Valdeķu 54/4,1,32.0,7.0,9.0,602.,Panel,All amenities
625,5625,For sale,Purvciems,Ilūkstes 101/1,1,37.0,5.0,5.0,103.,Brick-Panel,All amenities
626,5626,For sale,Dārzciems,Nīcgales 46,2,51.0,9.0,2.0,602.,Panel,All amenities
630,5630,For sale,centrs,Asara 12/5,4,107.0,1.0,5.0,Renov.,Wood,All amenities
631,5631,For sale,Ķengarags,Maskavas 268/2,2,47.0,5.0,5.0,LT proj.,Panel,All amenities
635,5635,For sale,centrs,Valdemāra 37,3,78.0,4.0,6.0,Renov.,Masonry,All amenities
637,5637,For sale,centrs,Duntes 28,2,52.0,9.0,16.0,Jaun.,Masonry,All amenities
638,5638,For sale,Iļģuciems,Riekstu 11,4,96.0,4.0,5.0,Jaun.,Masonry,All amenities
639,5639,For sale,Ķengarags,Maltas 21,2,49.0,1.0,5.0,LT proj.,Panel,All amenities
640,5640,For sale,centrs,Brīvības iela 162k2,3,68.0,3.0,7.0,Jaun.,Panel,All amenities
644,5644,For sale,Mežciems,Biķernieku 218,2,53.0,4.0,5.0,103.,Brick,All amenities
646,5646,For sale,centrs,Indrānu 3,3,76.0,1.0,4.0,P. kara,Masonry,All amenities
648,5648,For sale,Mežciems,Eizenšteina 79,3,63.0,4.0,9.0,602.,Panel,All amenities
649,5649,For sale,centrs,Pētersalas 2,3,79.0,2.0,5.0,P. kara,Brick,All amenities
650,5650,For sale,Imanta,Slokas 217,3,54.0,5.0,5.0,LT proj.,Panel,All amenities
655,5655,For sale,Iļģuciems,Palangas 1,2,51.0,5.0,5.0,LT proj.,Brick-Panel,All amenities
656,5656,For sale,Pļavnieki,Keldiša 28,2,51.0,8.0,9.0,602.,Panel,All amenities
657,5657,For sale,centrs,Tērbatas 16/18,4,122.0,5.0,5.0,P. kara,Brick,All amenities
658,5658,For sale,centrs,Ģertrūdes 113,3,71.0,6.0,6.0,P. kara,Masonry,All amenities
659,5659,For sale,centrs,Ģertrūdes 113,2,42.0,6.0,6.0,P. kara,Masonry,All amenities
663,5663,For sale,Ķengarags,Višķu 11,1,33.0,4.0,5.0,LT proj.,Panel,All amenities
664,5664,For sale,Ķengarags,Salaspils 12 k5,1,33.0,3.0,5.0,LT proj.,Panel,All amenities
665,5665,For sale,Sarkandaugava,Sarkandaugavas 31,3,74.2,9.0,9.0,Specpr.,Brick-Panel,All amenities
666,5666,For sale,Ķengarags,Maltas 15,3,61.0,4.0,5.0,LT proj.,Panel,All amenities
668,5668,For sale,Imanta,Kleistu 8,3,54.0,4.0,5.0,LT proj.,Panel,All amenities
669,5669,For sale,Purvciems,Stirnu 37,1,36.0,5.0,9.0,602.,Panel,All amenities
675,5675,For sale,Pļavnieki,Salnas 24,1,39.0,2.0,5.0,M. ģim.,Panel,All amenities
680,5680,For sale,Ķengarags,Maskavas 268,2,48.0,3.0,5.0,LT proj.,Panel,All amenities
681,5681,For sale,Vecmīlgrāvis,Staru 21,3,68.0,4.0,5.0,LT proj.,Panel,All amenities
682,5682,For sale,Pļavnieki,Zemes 9,1,38.5,2.0,9.0,M. ģim.,Panel,All amenities
684,5684,For sale,Purvciems,Ūnijas 64,3,61.0,4.0,5.0,LT proj.,Panel,All amenities
685,5685,For sale,Imanta,Kurzemes pr. 86,3,68.0,1.0,9.0,602.,Panel,All amenities
687,5687,For sale,Sarkandaugava,Patversmes 30/2,2,72.0,3.0,4.0,Staļina,Brick,All amenities
689,5689,For sale,Pļavnieki,Jasmuižas 10,2,50.0,4.0,9.0,602.,Panel,All amenities
691,5691,For sale,Bolderāja,Stagaru 4,2,51.0,3.0,5.0,103.,Panel,All amenities
694,5694,For sale,Āgenskalns,Kuldīgas 32,2,50.0,2.0,4.0,Renov.,Masonry,All amenities
696,5696,For sale,Šampēteris-Pleskodāle,Volguntes 27,1,31.0,5.0,5.0,Hrušč.,Brick,All amenities
699,5699,For sale,Krasta r-ns,Maskavas 224,2,50.0,9.0,9.0,467.,Panel-Brick,All amenities
701,5701,For sale,Bolderāja,Lielupes 1,2,59.0,2.0,2.0,Staļina,Brick,All amenities
704,5704,For sale,Dārzciems,Strautu 27,1,39.0,3.0,5.0,M. ģim.,Panel,All amenities
707,5707,For sale,Pļavnieki,Pavasara g. 1,4,79.0,4.0,9.0,602.,Panel,All amenities
711,5711,For sale,Dzegužkalns,Dzirciema 71,2,49.0,2.0,9.0,602.,Panel,All amenities
717,5717,For sale,Purvciems,Madonas 2,2,48.0,4.0,5.0,Jaun.,Panel,All amenities
718,5718,For sale,Iļģuciems,Palangas 7,2,49.0,2.0,5.0,LT proj.,Panel,All amenities
719,5719,For sale,Ķengarags,Maskavas 291,3,62.0,3.0,5.0,LT proj.,Panel,All amenities
720,5720,For sale,Teika,Brīvības gatve 228,2,56.0,3.0,4.0,Staļina,Masonry,All amenities
723,5723,For sale,Vecmīlgrāvis,Kāvu 10,2,50.0,1.0,5.0,LT proj.,Panel,All amenities
725,5725,For sale,centrs,Ģertrūdes 99,2,46.0,2.0,6.0,Renov.,Masonry,All amenities
726,5726,For sale,Vecrīga,13. janvāra 33,3,82.0,2.0,4.0,P. kara,Brick,All amenities
727,5727,For sale,centrs,Miera 105,2,46.5,6.0,6.0,Renov.,Masonry,All amenities
728,5728,For sale,Purvciems,Ilūkstes 103/3,2,49.0,7.0,9.0,467.,Panel,All amenities
730,5730,For sale,centrs,Elku 4,3,108.0,6.0,6.0,Renov.,Brick,All amenities
731,5731,For sale,Imanta,Kleistu 11-1,3,74.0,6.0,12.0,Jaun.,Panel,All amenities
732,5732,For sale,centrs,Valdemāra 106,3,76.0,1.0,5.0,Staļina,Masonry,All amenities
735,5735,For sale,Imanta,Dammes 25,2,50.0,8.0,9.0,602.,Panel,All amenities
736,5736,For sale,centrs,Baznīcas 35,4,171.0,4.0,6.0,P. kara,Masonry,All amenities
737,5737,For sale,Čiekurkalns,Rusova 9,3,68.0,2.0,7.0,Jaun.,Panel,All amenities
740,5740,For sale,centrs,Matīsa 82,1,22.0,2.0,2.0,P. kara,Wood,All amenities
742,5742,For sale,Teika,Burtnieku 33,1,19.0,3.0,5.0,M. ģim.,Brick,All amenities
744,5744,For sale,Sarkandaugava,Hāpsalas 1k3,3,76.0,5.0,5.0,Specpr.,Brick,All amenities
745,5745,For sale,Šampēteris-Pleskodāle,Volguntes 17a,1,25.0,2.0,2.0,P. kara,Wood,All amenities
746,5746,For sale,Imanta,Anniņmuižas bulvāris 38,2,67.0,5.0,18.0,Jaun.,Panel,All amenities
747,5747,For sale,Iļģuciems,Stūres 2,1,18.0,5.0,5.0,M. ģim.,Brick,All amenities
749,5749,For sale,Purvciems,Vaidavas 2,2,43.0,1.0,5.0,Hrušč.,Masonry,All amenities
750,5750,For sale,Ķengarags,Lokomotīves 48,2,38.2,2.0,5.0,LT proj.,Panel,All amenities
752,5752,For sale,Pļavnieki,J. Vācieša 6,4,78.0,9.0,9.0,467.,Panel,All amenities
753,5753,For sale,Āgenskalns,Mārtiņa 8,3,77.0,4.0,7.0,Renov.,Masonry,All amenities
754,5754,For sale,Sarkandaugava,Patversmes 5,1,33.0,1.0,3.0,P. kara,Masonry,All amenities
755,5755,For sale,Pļavnieki,Pavasara g. 5,2,50.0,2.0,9.0,602.,Panel,All amenities
756,5756,For sale,centrs,Brīvības iela 161,2,40.0,4.0,5.0,Renov.,Masonry,All amenities
758,5758,For sale,Purvciems,Ilūkstes 56,3,66.0,2.0,5.0,LT proj.,Panel,All amenities
760,5760,For sale,Zolitūde,Ruses 26,2,61.0,1.0,9.0,119.,Panel,All amenities
761,5761,For sale,Ziepniekkalns,Īslīces 3,3,75.0,7.0,9.0,119.,Panel,All amenities
763,5763,For sale,Zolitūde,Rostokas 38,3,78.0,2.0,7.0,119.,Panel,All amenities
764,5764,For sale,Imanta,Kurzemes pr. 68,3,62.0,4.0,5.0,LT proj.,Panel,All amenities
765,5765,For sale,centrs,Marijas 16,4,100.0,6.0,7.0,P. kara,Masonry,All amenities
766,5766,For sale,Purvciems,Dudajeva g. 13,1,28.0,5.0,5.0,LT proj.,Panel,All amenities
767,5767,For sale,Purvciems,Viršu 3,3,79.0,9.0,9.0,119.,Panel,All amenities
768,5768,For sale,Mežciems,Hipokrāta 47,3,64.0,5.0,9.0,602.,Panel,All amenities
769,5769,For sale,Mežciems,Kaivas 50,2,55.0,3.0,5.0,Specpr.,Panel,All amenities
770,5770,For sale,Ķengarags,Lokomotīves 88,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
771,5771,For sale,Dārzciems,Zeltiņu 11,1,35.0,4.0,5.0,103.,Brick,All amenities
772,5772,For sale,Torņakalns,Jelgavas 63 k-3,2,36.6,1.0,6.0,Jaun.,Panel-Brick,All amenities
775,5775,For sale,Jugla,Juglas 10,3,111.4,2.0,9.0,Jaun.,Panel-Brick,All amenities
776,5776,For sale,centrs,Brīvības bulvāris 241,3,68.0,3.0,5.0,Specpr.,Brick-Panel,All amenities
778,5778,For sale,Ķengarags,Lokomotīves 48,2,38.0,2.0,5.0,LT proj.,Panel,All amenities
779,5779,For sale,Imanta,Kurzemes pr. 94,2,53.0,6.0,9.0,602.,Panel,All amenities
781,5781,For sale,centrs,Katrīnas d. 16a,2,41.9,3.0,5.0,Hrušč.,Brick,All amenities
783,5783,For sale,Purvciems,Staiceles 15,2,50.0,6.0,9.0,602.,Panel,All amenities
784,5784,For sale,Purvciems,Stirnu 1,2,52.0,4.0,9.0,Jaun.,Masonry,All amenities
786,5786,For sale,Daugavgrīva,Plēksnes 6,1,32.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities
793,5793,For sale,Āgenskalns,Kalnciema 42,5,91.0,2.0,4.0,P. kara,Brick,All amenities
795,5795,For sale,Pļavnieki,Ulbrokas 22,1,32.0,4.0,9.0,602.,Panel,All amenities
797,5797,For sale,Teika,Caunes 17,2,47.0,3.0,5.0,Hrušč.,Brick,All amenities
800,5800,For sale,Teika,Raunas 19,3,72.0,3.0,5.0,103.,Brick-Panel,All amenities
801,5801,For sale,Dārzciems,Rumbulas 1,1,42.0,5.0,5.0,M. ģim.,Brick,All amenities
803,5803,For sale,centrs,Tērbatas 41/43,3,87.0,4.0,5.0,P. kara,Brick,All amenities
805,5805,For sale,centrs,Blaumaņa 12,1,36.6,6.0,7.0,Renov.,Masonry,All amenities
807,5807,For sale,Zolitūde,Ruses 16,4,95.0,6.0,9.0,119.,Panel,All amenities
809,5809,For sale,Sarkandaugava,Hāpsalas 5,1,18.0,3.0,5.0,Specpr.,Brick-Panel,Partial amenities
810,5810,For sale,Iļģuciems,Daugavgrīvas 132,2,51.0,3.0,5.0,Staļina,Brick,All amenities
811,5811,For sale,Āgenskalns,Rododendru 14,3,54.0,3.0,5.0,Specpr.,Brick,All amenities
812,5812,For sale,Vecmīlgrāvis,Baltāsbaznīcas 23,1,24.0,4.0,4.0,Hrušč.,Brick,All amenities
817,5817,For sale,centrs,Dzirnavu 18,3,60.0,2.0,4.0,P. kara,Masonry,All amenities
819,5819,For sale,centrs,Raiņa bulv. 31,5,154.0,2.0,5.0,P. kara,Brick,All amenities
825,5825,For sale,Ziepniekkalns,Mālu 7,2,54.0,4.0,6.0,Specpr.,Brick,All amenities
829,5829,For sale,Ziepniekkalns,Ozolciema 52,1,40.0,1.0,9.0,M. ģim.,Panel,All amenities
830,5830,For sale,Vecmīlgrāvis,Dombrovska 41,3,63.0,5.0,9.0,602.,Panel,All amenities
832,5832,For sale,Zolitūde,Skrīnes 2,2,60.0,2.0,3.0,Jaun.,Panel-Brick,All amenities
834,5834,For sale,Zolitūde,Ruses 26,2,58.0,8.0,9.0,119.,Panel,All amenities
836,5836,For sale,Ķengarags,Maskavas 250/8,1,30.0,4.0,5.0,LT proj.,Panel,All amenities
837,5837,For sale,Purvciems,Nīcgales 4,4,75.0,6.0,9.0,467.,Panel,All amenities
840,5840,For sale,Teika,Raunas 19,3,72.0,3.0,5.0,103.,Brick-Panel,All amenities
842,5842,For sale,Purvciems,Zvaigznāja g. 4,3,55.0,5.0,5.0,LT proj.,Panel,All amenities
843,5843,For sale,Vecmīlgrāvis,Melīdas 11,3,60.0,6.0,9.0,467.,Panel,All amenities
844,5844,For sale,Dārzciems,Stopiņu 18,2,57.0,2.0,2.0,P. kara,Wood,Partial amenities
845,5845,For sale,Ziepniekkalns,Valdeķu 18,1,42.0,3.0,5.0,M. ģim.,Panel,All amenities
846,5846,For sale,centrs,Barona 24/26,2,51.0,3.0,6.0,Renov.,Masonry,All amenities
847,5847,For sale,Pļavnieki,Ilūkstes 12,5,90.0,1.0,9.0,602.,Panel,All amenities
848,5848,For sale,Purvciems,Kalsnavas 2e,2,59.0,5.0,9.0,119.,Panel,All amenities
849,5849,For sale,centrs,Kalniņa 8,4,113.0,3.0,5.0,P. kara,Masonry,All amenities
852,5852,For sale,Daugavgrīva,Parādes 2,3,67.0,1.0,5.0,103.,Panel-Brick,All amenities
853,5853,For sale,Čiekurkalns,Čiekurkalna 3. šķ l. 28e,2,50.0,2.0,3.0,Hrušč.,Masonry,All amenities
854,5854,For sale,centrs,Ganību d. 15,2,41.0,1.0,3.0,P. kara,Masonry,All amenities
855,5855,For sale,centrs,Valdemāra 95,3,79.0,5.0,5.0,Staļina,Masonry,All amenities
865,5865,For sale,Mežciems,Hipokrāta 33,4,77.0,5.0,9.0,602.,Panel,All amenities
866,5866,For sale,centrs,Tomsona 4,2,37.0,1.0,6.0,Renov.,Masonry,All amenities
868,5868,For sale,centrs,Blaumaņa 12,3,77.0,4.0,6.0,Renov.,Masonry,All amenities
869,5869,For sale,centrs,Miera 105,3,71.6,6.0,6.0,Renov.,Masonry,All amenities
872,5872,For sale,Ķengarags,Krustpils 73/4,1,17.0,3.0,3.0,M. ģim.,Brick,All amenities
873,5873,For sale,centrs,Brīvības iela 76,4,146.0,6.0,6.0,P. kara,Masonry,All amenities
874,5874,For sale,Imanta,Anniņmuižas bulvāris 38,2,64.0,10.0,18.0,Jaun.,Panel,All amenities
875,5875,For sale,Purvciems,Viršu 11,2,46.0,6.0,9.0,119.,Panel,All amenities
876,5876,For sale,Vecrīga,13. janvāra 33,1,45.0,3.0,4.0,Renov.,Masonry,All amenities
877,5877,For sale,Vecrīga,13. janvāra 33,1,40.0,3.0,4.0,Renov.,Masonry,All amenities
878,5878,For sale,centrs,Blaumaņa 12,3,64.2,4.0,6.0,Renov.,Masonry,All amenities
879,5879,For sale,Sarkandaugava,Viestura pr. 55,3,63.0,2.0,9.0,Specpr.,Brick,All amenities
881,5881,For sale,Jugla,Vangažu 15,1,37.0,8.0,12.0,Specpr.,Brick-Panel,All amenities
883,5883,For sale,Pļavnieki,Deglava 106,2,62.0,2.0,9.0,119.,Panel,All amenities
884,5884,For sale,Āgenskalns,M. Nometņu 85,Citi,207.0,2.0,2.0,P. kara,Wood,All amenities
885,5885,For sale,Maskavas priekšpilsēta,Maskavas 95,1,31.0,4.0,5.0,P. kara,Panel,Partial amenities
886,5886,For sale,centrs,Ieroču 2,1,29.0,4.0,4.0,Hrušč.,Brick,All amenities
887,5887,For sale,Purvciems,Burtnieku 36a,3,78.0,2.0,5.0,Jaun.,Panel,All amenities
888,5888,For sale,Sarkandaugava,Tvaika 50,1,26.0,5.0,5.0,Hrušč.,Brick,All amenities
889,5889,For sale,centrs,Valdemāra 73,3,80.0,3.0,6.0,P. kara,Masonry,All amenities
890,5890,For sale,Āgenskalns,Augļu 11,3,67.0,1.0,5.0,103.,Brick-Panel,All amenities
895,5895,For sale,Vecrīga,Kungu 25,2,41.0,2.0,6.0,Specpr.,Panel,All amenities
896,5896,For sale,Vecrīga,Kungu 25,1,23.0,2.0,6.0,Specpr.,Panel,All amenities
897,5897,For sale,Purvciems,Dudajeva g. 11,3,64.0,5.0,5.0,LT proj.,Panel,All amenities
898,5898,For sale,Vecrīga,Kungu 25,1,28.0,6.0,6.0,Specpr.,Panel,All amenities
899,5899,For sale,Vecrīga,Kungu 25,1,24.0,2.0,6.0,Specpr.,Panel,All amenities
900,5900,For sale,Vecrīga,Kungu 25,1,23.0,2.0,6.0,Specpr.,Panel,All amenities
901,5901,For sale,Vecrīga,Kungu 25,3,55.0,3.0,6.0,Specpr.,Panel,All amenities
902,5902,For sale,Vecrīga,Kungu 25,3,91.0,6.0,6.0,Specpr.,Panel,All amenities
903,5903,For sale,Purvciems,Stirnu 14,1,39.0,1.0,5.0,M. ģim.,Panel,All amenities
904,5904,For sale,Purvciems,Stirnu 22,1,37.0,4.0,5.0,Specpr.,Brick,All amenities
906,5906,For sale,Vecmīlgrāvis,Meldru 24,2,50.0,3.0,5.0,LT proj.,Panel,All amenities
907,5907,For sale,Imanta,Slokas 185,3,66.0,5.0,5.0,LT proj.,Panel,All amenities
909,5909,For sale,Dzegužkalns,Dzirciema 1,2,53.0,1.0,5.0,103.,Brick-Panel,All amenities
910,5910,For sale,Purvciems,Raunas 35,2,44.0,2.0,5.0,Hrušč.,Brick,All amenities
911,5911,For sale,Ķengarags,Maskavas 321,2,49.0,1.0,5.0,LT proj.,Panel,All amenities
913,5913,For sale,Vecmīlgrāvis,Emmas 3a,2,49.0,2.0,5.0,Specpr.,Brick,All amenities
914,5914,For sale,centrs,Rūpniecības 44,3,81.0,7.0,8.0,Jaun.,Brick-Panel,All amenities
916,5916,For sale,Šampēteris-Pleskodāle,Mikus 20,3,53.0,1.0,2.0,Priv. m.,Brick,Partial amenities
918,5918,For sale,Bukulti,Ādažu 11,3,148.0,3.0,3.0,Jaun.,Panel-Brick,All amenities
919,5919,For sale,centrs,Pērnavas 10,3,80.0,5.0,5.0,Staļina,Brick-Panel,All amenities
920,5920,For sale,centrs,Avotu 2,6,138.0,6.0,7.0,P. kara,Brick,All amenities
921,5921,For sale,centrs,M. Matīsa 3,1,22.0,1.0,5.0,P. kara,Brick,All amenities
922,5922,For sale,Purvciems,Dzelzavas 88,2,51.0,3.0,5.0,LT proj.,Panel,All amenities
923,5923,For sale,Purvciems,Ieriķu 32,3,59.0,4.0,5.0,Specpr.,Brick,All amenities
924,5924,For sale,centrs,Čaka 36,1,33.0,5.0,5.0,P. kara,Masonry,All amenities
925,5925,For sale,Mežciems,Biķernieku 160,2,58.0,3.0,5.0,Jaun.,Panel,All amenities
927,5927,For sale,centrs,Čaka 36,1,48.0,5.0,5.0,P. kara,Masonry,All amenities
928,5928,For sale,centrs,Čaka 36,2,54.0,1.0,5.0,P. kara,Masonry,All amenities
930,5930,For sale,Mežciems,Biķernieku 128 k-2,4,139.0,4.0,4.0,Jaun.,Panel,All amenities
931,5931,For sale,Grīziņkalns,Vārnu 11a,2,40.0,1.0,4.0,P. kara,Masonry,All amenities
932,5932,For sale,centrs,Nītaures 3,3,101.0,3.0,7.0,Jaun.,Masonry,All amenities
934,5934,For sale,Čiekurkalns,Čiekurkalna 3. šķ l. 2a,1,24.0,2.0,2.0,P. kara,Wood,Partial amenities
935,5935,For sale,Bolderāja,Lemešu 15,2,49.0,4.0,5.0,LT proj.,Panel,All amenities
936,5936,For sale,centrs,Čaka 68,3,58.0,2.0,6.0,Specpr.,Brick,All amenities
940,5940,For sale,Purvciems,Dzelzavas 93,3,60.0,3.0,5.0,LT proj.,Panel,All amenities
941,5941,For sale,Vecmīlgrāvis,Edžiņa g. 7,3,56.0,1.0,5.0,LT proj.,Panel,All amenities
942,5942,For sale,Ķengarags,Maskavas 254,3,60.0,2.0,5.0,LT proj.,Panel,All amenities
943,5943,For sale,Vecmīlgrāvis,Kreimeņu 3,2,56.0,1.0,5.0,103.,Brick-Panel,All amenities
945,5945,For sale,Berģi,Berģu 9,2,36.2,3.0,4.0,Hrušč.,Brick,All amenities
946,5946,For sale,Āgenskalns,Zeļļu 5,3,79.0,1.0,4.0,P. kara,Brick,All amenities
950,5950,For sale,Ķengarags,Prūšu 4,3,63.0,5.0,5.0,Jaun.,Panel,All amenities
951,5951,For sale,centrs,Indrānu 8,2,56.0,2.0,6.0,Jaun.,Brick-Panel,All amenities
952,5952,For sale,Ziepniekkalns,Līvciema 43,2,41.0,2.0,5.0,Hrušč.,Brick,All amenities
953,5953,For sale,Vecmīlgrāvis,Sniega 2,1,28.0,5.0,5.0,LT proj.,Panel,All amenities
954,5954,For sale,Ķengarags,Maltas 15,3,59.0,1.0,5.0,LT proj.,Panel,All amenities
955,5955,For sale,Ķengarags,Maltas 29,3,59.0,1.0,5.0,LT proj.,Panel,All amenities
956,5956,For sale,centrs,Lienes 27,1,24.0,1.0,2.0,P. kara,Masonry,All amenities
959,5959,For sale,centrs,Katrīnas 21,2,50.0,1.0,3.0,P. kara,Brick,All amenities
965,5965,For sale,centrs,Barona 14,4,155.0,2.0,5.0,Renov.,Masonry,All amenities
967,5967,For sale,Purvciems,Ilūkstes 107,2,49.0,5.0,9.0,467.,Panel,All amenities
970,5970,For sale,Ķengarags,Krustpils 62,2,47.0,1.0,3.0,Staļina,Brick,All amenities
971,5971,For sale,Purvciems,Deglava 106,2,62.0,2.0,9.0,119.,Panel,All amenities
976,5976,For sale,centrs,Valdemāra 77,2,55.0,3.0,5.0,P. kara,Masonry,All amenities
978,5978,For sale,centrs,Tomsona 42,3,54.0,5.0,5.0,Hrušč.,Brick,All amenities
981,5981,For sale,Purvciems,Ilūkstes 42,3,83.0,8.0,9.0,119.,Panel,All amenities
982,5982,For sale,Imanta,M. Krūmu 10,2,50.0,3.0,9.0,602.,Panel,All amenities
986,5986,For sale,centrs,Klusā 18,3,47.0,9.0,9.0,Renov.,Masonry,All amenities
987,5987,For sale,centrs,Hospitāļu 7,1,35.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
988,5988,For sale,Dzegužkalns,Dzirciema 71,2,51.0,7.0,9.0,602.,Panel,All amenities
989,5989,For sale,Zolitūde,Rostokas 56,2,51.0,1.0,9.0,119.,Panel,All amenities
991,5991,For sale,Ķengarags,Višķu 13,1,31.0,2.0,5.0,LT proj.,Panel,All amenities
992,5992,For sale,Jugla,Lorupes 4,1,28.0,1.0,2.0,Hrušč.,Brick,All amenities
993,5993,For sale,centrs,Valdemāra 77,3,181.0,5.0,6.0,P. kara,Masonry,All amenities
994,5994,For sale,centrs,Miera 5,2,65.5,2.0,6.0,P. kara,Masonry,All amenities
996,5996,For sale,centrs,Barona 30,2,55.0,2.0,7.0,Renov.,Masonry,All amenities
997,5997,For sale,centrs,Cēsu 43,2,64.0,1.0,5.0,P. kara,Masonry,All amenities
999,5999,For sale,centrs,Eksporta 6,5,132.0,3.0,5.0,Renov.,Masonry,All amenities
