,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
3296,8296,For rent,centrs,Bruņinieku 42a,2,42.0,4.0,6.0,P. kara,Brick,All amenities
3298,8298,For rent,centrs,Miera 95,1,32.0,4.0,6.0,P. kara,Masonry,All amenities
3299,8299,For rent,centrs,Čaka 67/69,3,96.0,2.0,5.0,Renov.,Brick-Panel,All amenities
3301,8301,For rent,centrs,Hospitāļu 5a,1,30.0,3.0,3.0,Specpr.,Brick,All amenities
3302,8302,For rent,Ziepniekkalns,Valdeķu 67,3,75.0,6.0,9.0,119.,Panel,All amenities
3307,8307,For rent,centrs,Merķeļa 6,2,43.0,3.0,5.0,P. kara,Masonry,All amenities
3315,8315,For rent,Dārzciems,Zeltiņu 45,1,20.0,1.0,2.0,Staļina,Panel,All amenities
3319,8319,For rent,centrs,Marijas 16,2,40.0,2.0,6.0,P. kara,Masonry,All amenities
3320,8320,For rent,centrs,Merķeļa 17,4,143.0,3.0,4.0,P. kara,Masonry,All amenities
3324,8324,For rent,centrs,Indrānu 5,3,86.0,5.0,5.0,Jaun.,Panel-Brick,All amenities
3325,8325,For rent,Klīversala,Valguma 24,2,42.0,1.0,5.0,Hrušč.,Brick,All amenities
3334,8334,For rent,Jugla,Brīvības gatve 386,1,33.0,5.0,13.0,Jaun.,Brick-Panel,All amenities
3352,8352,For rent,centrs,Lāčplēša 127,2,95.0,3.0,3.0,Renov.,Masonry,All amenities
3357,8357,For rent,Purvciems,Ilūkstes 32,1,13.0,2.0,9.0,119.,Panel,All amenities
3359,8359,For rent,centrs,Barona 76,3,79.4,2.0,6.0,Renov.,Masonry,All amenities
3361,8361,For rent,centrs,Grostonas 17,3,89.0,6.0,8.0,Jaun.,Panel,All amenities
3367,8367,For rent,Āgenskalns,Smiļģa 20,1,38.0,3.0,5.0,P. kara,Brick,All amenities
3368,8368,For rent,centrs,Turgeņeva 21a,2,55.0,2.0,6.0,P. kara,Masonry,All amenities
3369,8369,For rent,Purvciems,Brantkalna 4,3,75.0,5.0,9.0,119.,Panel,All amenities
3373,8373,For rent,Purvciems,Vaidavas 3a,2,63.0,4.0,6.0,Jaun.,Brick,All amenities
3383,8383,For rent,Āgenskalns,Kalnciema 9,1,43.0,2.0,9.0,Jaun.,Panel,All amenities
3384,8384,For rent,centrs,Eksporta 2a,2,60.0,4.0,5.0,Specpr.,Brick,All amenities
3397,8397,For rent,centrs,Maskavas 79,2,40.0,1.0,5.0,P. kara,Masonry,All amenities
3400,8400,For rent,centrs,Čaka 31,5,85.0,2.0,5.0,Renov.,Masonry,All amenities
3401,8401,For rent,centrs,Eksporta 2,2,62.0,5.0,5.0,Specpr.,Brick,All amenities
3405,8405,For rent,centrs,Maskavas 146,1,26.0,4.0,6.0,Renov.,Masonry,All amenities
3407,8407,For rent,Mežciems,Celmu 5,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
3408,8408,For rent,Mežciems,Eizenšteina 65,2,50.0,4.0,9.0,602.,Panel,All amenities
3409,8409,For rent,centrs,Maskavas 79,1,35.0,3.0,5.0,P. kara,Brick,Partial amenities
3410,8410,For rent,centrs,Katrīnas d. 24/18,3,90.0,2.0,3.0,Staļina,Masonry,All amenities
3414,8414,For rent,centrs,Valdemāra 41,4,114.0,2.0,6.0,Jaun.,Masonry,All amenities
3416,8416,For rent,centrs,Sapieru 13b,1,25.0,1.0,4.0,Jaun.,Panel-Brick,All amenities
3418,8418,For rent,Purvciems,Nīcgales 46,1,30.0,1.0,5.0,103.,Brick-Panel,All amenities
3426,8426,For rent,Ziepniekkalns,Ozolciema 18,2,62.0,1.0,9.0,119.,Panel,All amenities
3427,8427,For rent,Grīziņkalns,Alauksta 9,1,45.0,5.0,6.0,Jaun.,Brick-Panel,All amenities
3430,8430,For rent,Purvciems,Dzelzavas 95,3,53.0,2.0,5.0,LT proj.,Brick-Panel,All amenities
3431,8431,For rent,Āgenskalns,Kalnciema 15,2,52.0,2.0,2.0,P. kara,Masonry,All amenities
3436,8436,For rent,centrs,Pils lauk. 2b,4,150.0,2.0,2.0,Renov.,Brick,All amenities
3439,8439,For rent,Āgenskalns,Ernestīnes 18a,1,30.0,5.0,5.0,Hrušč.,Brick,All amenities
3446,8446,For rent,Imanta,Kurzemes pr. 138,2,50.0,2.0,9.0,602.,Panel,All amenities
3447,8447,For rent,Purvciems,Braslas 19,2,46.0,5.0,6.0,Jaun.,Masonry,All amenities
3448,8448,For rent,centrs,Miera 101,1,34.0,5.0,5.0,P. kara,Masonry,All amenities
3454,8454,For rent,Sarkandaugava,Hāpsalas 5,1,19.0,5.0,5.0,M. ģim.,Brick,All amenities
3457,8457,For rent,centrs,Republikas laukums 3,3,106.0,3.0,8.0,Jaun.,Masonry,All amenities
3459,8459,For rent,Purvciems,Dzelzavas 38,1,48.0,2.0,12.0,104.,Panel,All amenities
3460,8460,For rent,centrs,Matīsa 42,Citi,20.0,5.0,5.0,P. kara,Brick,All amenities
3468,8468,For rent,Zolitūde,Rostokas 50,2,57.0,1.0,9.0,119.,Brick-Panel,All amenities
3469,8469,For rent,centrs,Krasta 66,1,25.0,3.0,3.0,Specpr.,Brick,All amenities
3477,8477,For rent,centrs,Pētersalas 9,1,30.0,1.0,4.0,P. kara,Masonry,All amenities
3478,8478,For rent,Dzegužkalns,Jaunsaules 18,2,60.0,2.0,5.0,LT proj.,Panel,All amenities
3484,8484,For rent,Purvciems,Stirnu 4,2,40.0,2.0,5.0,LT proj.,Panel-Brick,All amenities
3488,8488,For rent,Klīversala,Akmeņu 16a,2,81.0,3.0,4.0,P. kara,Brick,All amenities
3489,8489,For rent,Maskavas priekšpilsēta,Krāslavas 24,1,26.0,3.0,5.0,Renov.,Masonry,All amenities
3500,8500,For rent,Maskavas priekšpilsēta,Krāslavas 24,2,32.0,3.0,5.0,Renov.,Masonry,All amenities
3501,8501,For rent,centrs,Brīvības bulvāris 19,3,200.0,5.0,6.0,Renov.,Masonry,All amenities
3503,8503,For rent,centrs,Čaka 41,2,40.0,1.0,2.0,P. kara,Wood,All amenities
3508,8508,For rent,Purvciems,Ilūkstes 54/3,1,40.0,5.0,5.0,M. ģim.,Panel,All amenities
3520,8520,For rent,Ķengarags,Lokomotīves 54,1,32.0,12.0,12.0,Čehu pr.,Panel-Brick,All amenities
3522,8522,For rent,centrs,Pulkv. Brieža 13,3,90.0,3.0,5.0,P. kara,Masonry,All amenities
3523,8523,For rent,centrs,Rūpniecības 16,2,52.0,1.0,6.0,P. kara,Brick,All amenities
3524,8524,For rent,centrs,Stabu 53,2,52.0,2.0,2.0,P. kara,Brick,All amenities
3529,8529,For rent,Pļavnieki,Saharova 15,1,49.0,11.0,12.0,104.,Panel-Brick,All amenities
3533,8533,For rent,Torņakalns,Jelgavas 50,1,22.0,1.0,2.0,P. kara,Brick,All amenities
3549,8549,For rent,Dārzciems,Zeltiņu 6,2,53.0,4.0,5.0,103.,Brick,All amenities
3557,8557,For rent,Sarkandaugava,Sarkandaugavas 26,2,41.0,4.0,5.0,Hrušč.,Brick,All amenities
3558,8558,For rent,Imanta,Kooperatīva 20,1,18.0,2.0,2.0,Priv. m.,Brick,All amenities
3575,8575,For rent,centrs,Lāčplēša 98,1,20.0,6.0,6.0,Renov.,Masonry,All amenities
3578,8578,For rent,centrs,Čaka 33,3,86.0,5.0,6.0,P. kara,Brick,All amenities
3579,8579,For rent,Mežciems,Kaivas 50,1,32.0,3.0,5.0,Jaun.,Masonry,All amenities
3580,8580,For rent,Purvciems,Dzelzavas 76,3,62.0,4.0,9.0,602.,Panel,All amenities
3581,8581,For rent,Pļavnieki,Ilūkstes 4,1,41.0,8.0,9.0,M. ģim.,Panel-Brick,All amenities
3583,8583,For rent,Āgenskalns,Alīses 8,2,44.0,5.0,5.0,Hrušč.,Panel,All amenities
3587,8587,For rent,centrs,Indrānu 8,1,31.0,7.0,1.0,Jaun.,Brick-Panel,All amenities
3593,8593,For rent,centrs,Pulkv. Brieža 7,3,83.0,2.0,6.0,Renov.,Masonry,All amenities
3595,8595,For rent,centrs,Tomsona 2,2,47.0,3.0,5.0,Staļina,Panel-Brick,All amenities
3596,8596,For rent,Vecrīga,Jāņa 3,3,45.0,4.0,4.0,P. kara,Masonry,All amenities
3600,8600,For rent,Jugla,Vangažu 32,2,48.0,10.0,12.0,Čehu pr.,Brick-Panel,All amenities
3601,8601,For rent,Pļavnieki,Keldiša 12,1,36.0,3.0,9.0,602.,Panel,All amenities
3603,8603,For rent,Iļģuciems,Vaidelotes 11,2,45.0,2.0,5.0,Hrušč.,Brick,All amenities
3605,8605,For rent,centrs,Alūksnes 3,1,22.0,1.0,5.0,Renov.,Brick,All amenities
3606,8606,For rent,Āgenskalns,Kalnciema 22,3,66.0,1.0,2.0,P. kara,Wood,All amenities
3610,8610,For rent,Ziepniekkalns,Ozolciema 18,2,60.0,4.0,9.0,119.,Panel,All amenities
3611,8611,For rent,centrs,Čaka 96,2,61.0,3.0,5.0,Jaun.,Brick-Panel,All amenities
3612,8612,For rent,centrs,Dzirnavu 50,1,16.0,1.0,6.0,P. kara,Masonry,All amenities
3617,8617,For rent,Daugavgrīva,Zvīņu 6,2,46.0,1.0,5.0,Specpr.,Brick,All amenities
3618,8618,For rent,Āgenskalns,Slokas 28,1,20.0,1.0,1.0,Renov.,Masonry,All amenities
3621,8621,For rent,centrs,Alauksta 5,2,54.0,5.0,6.0,P. kara,Masonry,All amenities
3630,8630,For rent,Imanta,Auru 5a,1,27.0,4.0,5.0,LT proj.,Panel,All amenities
3632,8632,For rent,centrs,Stabu 70,2,50.0,2.0,6.0,P. kara,Brick,All amenities
3637,8637,For rent,Maskavas priekšpilsēta,M. Krasta 37,2,45.0,1.0,2.0,P. kara,Brick,All amenities
3640,8640,For rent,Ķīpsala,Balasta d. 70,2,77.0,3.0,3.0,Jaun.,Masonry,All amenities
3642,8642,For rent,centrs,Brīvības 161,1,38.0,1.0,5.0,Renov.,Masonry,All amenities
3644,8644,For rent,Pļavnieki,Dzeņu 1,2,50.0,5.0,9.0,602.,Panel,All amenities
3649,8649,For rent,Iļģuciems,Spilves 21,2,50.0,6.0,9.0,Jaun.,Panel,All amenities
3650,8650,For rent,Purvciems,Stirnu 19,3,45.0,5.0,5.0,LT proj.,Panel,All amenities
3659,8659,For rent,Āgenskalns,Nometņu 62,1,23.0,1.0,1.0,Priv. m.,Masonry,All amenities
3664,8664,For rent,Imanta,Jūrmalas g. 109,3,89.0,2.0,4.0,Jaun.,Masonry,All amenities
3668,8668,For rent,centrs,Nītaures 3,2,94.0,2.0,6.0,Jaun.,Panel,All amenities
3669,8669,For rent,Zolitūde,Augšzemes 5,2,57.0,2.0,4.0,Jaun.,Panel,All amenities
3672,8672,For rent,Ziepniekkalns,Ozolciema 46,1,15.0,9.0,9.0,602.,Panel,All amenities
3675,8675,For rent,Zolitūde,Anniņmuižas 7,2,64.0,12.0,13.0,Jaun.,Panel,All amenities
3678,8678,For rent,centrs,Ģertrūdes 108,2,40.0,3.0,3.0,P. kara,Masonry,All amenities
3682,8682,For rent,Maskavas priekšpilsēta,Maskavas 146,1,15.0,1.0,1.0,Renov.,Panel-Brick,All amenities
3687,8687,For rent,centrs,Dzirnavu 31,3,82.0,7.0,7.0,P. kara,Masonry,All amenities
3695,8695,For rent,centrs,Elizabetes 37,1,24.0,4.0,4.0,P. kara,Masonry,All amenities
3696,8696,For rent,Zolitūde,Zolitūdes 46,3,78.0,5.0,9.0,119.,Panel,All amenities
3698,8698,For rent,Vecmīlgrāvis,Dombrovska 75,2,56.0,3.0,5.0,103.,Brick-Panel,All amenities
3699,8699,For rent,centrs,Katrīnas d. 22,2,42.0,1.0,4.0,Hrušč.,Brick,All amenities
3714,8714,For rent,Grīziņkalns,Sapieru 1,1,25.0,3.0,3.0,P. kara,Wood,All amenities
3719,8719,For rent,Imanta,Anniņmuižas bulvāris 43,3,80.0,17.0,24.0,Jaun.,Masonry,All amenities
3720,8720,For rent,centrs,Cēsu 5,3,70.0,4.0,5.0,P. kara,Brick,All amenities
3722,8722,For rent,VEF,Ropažu 5,3,67.0,1.0,5.0,LT proj.,Brick,All amenities
3723,8723,For rent,Teika,Ropažu 5,3,67.0,1.0,5.0,LT proj.,Brick,All amenities
3730,8730,For rent,centrs,Merķeļa 1,1,24.0,4.0,6.0,P. kara,Brick,All amenities
3736,8736,For rent,Šampēteris-Pleskodāle,Irlavas 34,2,61.0,3.0,3.0,Jaun.,Masonry,All amenities
3740,8740,For rent,centrs,Sadovņikova 56,2,30.0,2.0,5.0,Jaun.,Masonry,All amenities
3744,8744,For rent,centrs,Ganību d. 14,1,31.0,2.0,2.0,P. kara,Brick,All amenities
3746,8746,For rent,centrs,Republikas laukums 3,2,55.0,5.0,8.0,Jaun.,Panel-Brick,All amenities
3748,8748,For rent,Vecrīga,Laipu 5,3,94.0,3.0,4.0,P. kara,Brick,All amenities
3749,8749,For rent,Vecrīga,Kalēju 74,2,61.0,3.0,6.0,Jaun.,Panel-Brick,All amenities
3750,8750,For rent,centrs,Matīsa 137,2,55.0,1.0,4.0,P. kara,Brick,Partial amenities
3752,8752,For rent,centrs,Barona 76,3,55.0,2.0,6.0,Renov.,Masonry,All amenities
3764,8764,For rent,Purvciems,Mārcienas 1,2,56.0,8.0,9.0,119.,Panel,All amenities
3765,8765,For rent,Imanta,Anniņmuižas bulvāris 41,1,46.0,5.0,24.0,Jaun.,Panel-Brick,All amenities
3767,8767,For rent,centrs,Vesetas 30,2,42.0,4.0,6.0,Hrušč.,Brick,All amenities
3768,8768,For rent,Ziepniekkalns,Sērenes 4,2,53.0,6.0,16.0,104.,Panel,All amenities
3769,8769,For rent,Āgenskalns,Pilsoņu 18,1,15.0,1.0,1.0,Renov.,Brick,All amenities
3771,8771,For rent,Mežciems,Kaivas 50-4,1,45.0,5.0,5.0,Jaun.,Brick-Panel,All amenities
3774,8774,For rent,Pļavnieki,Jasmuižas 18 k 1,2,72.0,1.0,10.0,Jaun.,Panel-Brick,All amenities
3776,8776,For rent,centrs,Lāčplēša 44/46,2,45.0,4.0,4.0,Renov.,Brick-Panel,All amenities
3781,8781,For rent,centrs,Republikas laukums 3,5,120.0,5.0,6.0,Jaun.,Masonry,All amenities
3782,8782,For rent,Ķengarags,Maskavas 261,1,22.0,3.0,5.0,Renov.,Brick,All amenities
3783,8783,For rent,centrs,Rūpniecības 16,2,60.0,3.0,5.0,P. kara,Masonry,All amenities
3784,8784,For rent,Vecrīga,Kalēju 14,4,105.0,5.0,5.0,P. kara,Brick,All amenities
3785,8785,For rent,Mežciems,Kaivas 50,1,32.0,1.0,5.0,Jaun.,Panel,All amenities
3789,8789,For rent,Pļavnieki,Dravnieku 6,2,50.0,7.0,9.0,602.,Panel,All amenities
3790,8790,For rent,centrs,Republikas laukums 3,3,100.0,5.0,7.0,Jaun.,Masonry,All amenities
3791,8791,For rent,Vecrīga,Vāgnera 12,1,33.0,2.0,4.0,P. kara,Masonry,All amenities
3806,8806,For rent,centrs,Pumpura 3a,4,120.0,1.0,3.0,Renov.,Masonry,All amenities
3811,8811,For rent,centrs,Čaka 117/1,3,71.0,6.0,6.0,Renov.,Masonry,All amenities
3812,8812,For rent,centrs,Čaka 117,3,75.0,4.0,6.0,Renov.,Masonry,All amenities
3813,8813,For rent,centrs,Avotu 11,1,41.0,1.0,6.0,P. kara,Masonry,All amenities
3814,8814,For rent,centrs,Ģertrūdes 9,3,150.0,8.0,9.0,P. kara,Masonry,All amenities
3815,8815,For rent,centrs,Matīsa 18,2,40.0,2.0,5.0,P. kara,Masonry,All amenities
3816,8816,For rent,Sarkandaugava,Duntes 48,1,34.0,3.0,6.0,P. kara,Masonry,Partial amenities
3818,8818,For rent,centrs,Barona 76,3,67.0,3.0,6.0,Renov.,Masonry,All amenities
3819,8819,For rent,centrs,Zvaigžņu 24,2,30.0,4.0,6.0,Renov.,Masonry,All amenities
3825,8825,For rent,Ķīpsala,Ogļu 32,3,80.0,2.0,4.0,Renov.,Masonry,All amenities
3828,8828,For rent,Āgenskalns,Rododendru 14,1,31.0,3.0,5.0,Hrušč.,Brick,All amenities
3829,8829,For rent,centrs,Hospitāļu 3,3,95.0,1.0,1.0,P. kara,Brick,All amenities
3833,8833,For rent,Imanta,Anniņmuižas bulvāris 41,2,55.0,2.0,24.0,Specpr.,Brick-Panel,All amenities
3836,8836,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,15.0,30.0,Jaun.,Brick-Panel,All amenities
3847,8847,For rent,centrs,Skolas 36a,2,52.0,3.0,4.0,P. kara,Masonry,All amenities
3851,8851,For rent,Purvciems,Staiceles 11,1,36.0,5.0,9.0,602.,Panel,All amenities
3852,8852,For rent,Pļavnieki,Ilūkstes 4,1,40.0,3.0,5.0,103.,Panel-Brick,All amenities
3854,8854,For rent,centrs,Rūpniecības 34a,5,158.0,3.0,6.0,Jaun.,Masonry,All amenities
3858,8858,For rent,centrs,Skolas 36,1,36.0,1.0,4.0,P. kara,Brick,All amenities
3871,8871,For rent,Zolitūde,Jūrkalnes 87,4,136.0,2.0,5.0,Jaun.,Panel-Brick,All amenities
3875,8875,For rent,Mežciems,Druvienas 36,2,50.0,7.0,9.0,602.,Panel,All amenities
3884,8884,For rent,Imanta,Dubultu 23,2,50.0,4.0,5.0,LT proj.,Panel,All amenities
3886,8886,For rent,Dārzciems,Zeltiņu 20,3,63.0,2.0,9.0,602.,Panel,All amenities
3889,8889,For rent,Šampēteris-Pleskodāle,Ventspils 65,1,25.0,2.0,3.0,Specpr.,Masonry,All amenities
3891,8891,For rent,centrs,Republikas laukums 3,1,43.0,3.0,7.0,Jaun.,Masonry,All amenities
3892,8892,For rent,Purvciems,Žagatu 20a,2,50.0,7.0,9.0,602.,Panel,All amenities
3900,8900,For rent,Mežciems,Kaivas 15,2,42.0,4.0,5.0,Jaun.,Panel,All amenities
3903,8903,For rent,Ziepniekkalns,Ozolciema 54,1,44.0,3.0,9.0,M. ģim.,Panel,All amenities
3912,8912,For rent,centrs,Zvaigžņu 24,1,20.0,3.0,5.0,P. kara,Masonry,All amenities
3913,8913,For rent,centrs,Dzirnavu 31,3,120.0,7.0,7.0,P. kara,Brick,All amenities
3916,8916,For rent,centrs,Brīvības 156,1,32.0,5.0,5.0,Specpr.,Panel,All amenities
3923,8923,For rent,Āgenskalns,Tapešu 25,3,74.0,3.0,4.0,Specpr.,Brick-Panel,All amenities
3924,8924,For rent,centrs,Elizabetes 1,4,94.0,2.0,5.0,Renov.,Masonry,All amenities
3927,8927,For rent,centrs,Ausekļa 7,6,160.0,2.0,5.0,Renov.,Masonry,All amenities
3929,8929,For rent,Mežciems,Hipokrāta 9,2,57.0,4.0,16.0,104.,Brick-Panel,All amenities
3933,8933,For rent,Āgenskalns,Kalnciema 1a,2,69.0,1.0,4.0,P. kara,Masonry,All amenities
3935,8935,For rent,Ziepniekkalns,Zaļenieku 22,1,33.0,2.0,2.0,Renov.,Masonry,All amenities
3937,8937,For rent,centrs,Rūpniecības 1,5,150.0,2.0,5.0,P. kara,Wood,All amenities
3940,8940,For rent,Pļavnieki,J. Vācieša 2c,4,115.0,16.0,16.0,Specpr.,Panel,All amenities
3942,8942,For rent,Pļavnieki,Zebiekstes 3,2,59.0,7.0,9.0,119.,Panel,All amenities
3945,8945,For rent,centrs,Ģertrūdes 38,4,121.0,2.0,5.0,Renov.,Brick,All amenities
3946,8946,For rent,Torņakalns,Mūkusalas 56,1,25.0,2.0,3.0,Specpr.,Panel,All amenities
3949,8949,For rent,centrs,Elizabetes 2a,4,95.0,3.0,5.0,P. kara,Masonry,All amenities
3958,8958,For rent,centrs,Bruņinieku 75,1,17.0,1.0,5.0,Specpr.,Brick-Panel,All amenities
3965,8965,For rent,centrs,Cēsu 8,3,87.0,4.0,6.0,P. kara,Masonry,All amenities
3973,8973,For rent,centrs,Pulkv. Brieža 35,4,116.0,6.0,7.0,Jaun.,Masonry,All amenities
3974,8974,For rent,Teika,Kastrānes 16,1,38.0,2.0,4.0,Specpr.,Brick-Panel,All amenities
3978,8978,For rent,centrs,Brīvības iela 90,2,59.0,5.0,6.0,P. kara,Masonry,All amenities
3980,8980,For rent,Ķengarags,Maskavas 280,1,34.0,1.0,5.0,LT proj.,Brick-Panel,All amenities
3983,8983,For rent,Teika,Caunes 10 k1,3,75.0,8.0,9.0,Specpr.,Panel-Brick,All amenities
3987,8987,For rent,centrs,Rūpniecības 34,5,159.0,3.0,7.0,Jaun.,Masonry,All amenities
3989,8989,For rent,Āgenskalns,Liepājas 34,3,58.0,3.0,4.0,Renov.,Masonry,All amenities
3992,8992,For rent,centrs,Pērnavas 19,1,18.0,3.0,5.0,Specpr.,Masonry,All amenities
3998,8998,For rent,centrs,Bruņinieku 111,1,8.0,1.0,4.0,Renov.,Masonry,All amenities
3999,8999,For rent,Pļavnieki,Ulbrokas 8,1,42.0,4.0,5.0,M. ģim.,Panel,All amenities
4001,9001,For rent,centrs,Brīvības iela 148,1,28.0,2.0,5.0,P. kara,Masonry,All amenities
4007,9007,For rent,Mangaļi,Viestura pr. 24,2,46.0,1.0,5.0,LT proj.,Panel,All amenities
4008,9008,For rent,Āgenskalns,Melnsila 18,1,31.0,4.0,5.0,Specpr.,Panel,All amenities
4012,9012,For rent,centrs,Rūjienas 6,2,56.0,1.0,2.0,P. kara,Wood,Partial amenities
4017,9017,For rent,centrs,Bruņinieku 12,4,127.0,4.0,5.0,P. kara,Masonry,All amenities
4019,9019,For rent,Mežaparks,Viestura pr. 63,2,47.0,9.0,9.0,Specpr.,Brick,All amenities
4020,9020,For rent,Āgenskalns,St. Rusas 22,3,85.0,3.0,3.0,Jaun.,Panel-Brick,All amenities
4021,9021,For rent,Bolderāja,Platā 10,1,43.4,5.0,5.0,M. ģim.,Panel,All amenities
4022,9022,For rent,Imanta,Dubultu 23,3,55.0,2.0,5.0,LT proj.,Panel,All amenities
4029,9029,For rent,Daugavgrīva,Birzes 40,1,32.0,4.0,5.0,104.,Brick-Panel,All amenities
4033,9033,For rent,centrs,Baznīcas 13,3,106.0,5.0,6.0,Renov.,Masonry,All amenities
4034,9034,For rent,Pļavnieki,Salnas 14,4,73.0,8.0,9.0,602.,Panel,All amenities
4037,9037,For rent,centrs,Raiņa bulv. 31,3,43.0,3.0,5.0,P. kara,Brick,All amenities
4038,9038,For rent,Zolitūde,Zolitūdes 46,1,42.0,6.0,9.0,119.,Panel,All amenities
4040,9040,For rent,Imanta,Imantas 1,2,82.0,2.0,3.0,Priv. m.,Brick,All amenities
4041,9041,For rent,centrs,Klijānu 6,3,200.0,8.0,9.0,Jaun.,Masonry,All amenities
4042,9042,For rent,Imanta,Dammes 26,2,38.0,5.0,5.0,LT proj.,Panel,All amenities
4043,9043,For rent,centrs,Ganību d. 13,3,70.0,5.0,6.0,Jaun.,Brick-Panel,All amenities
4044,9044,For rent,centrs,Klijānu 6,1,35.0,5.0,9.0,Jaun.,Panel-Brick,All amenities
4045,9045,For rent,centrs,Sadovņikova 39,2,45.0,3.0,5.0,Specpr.,Brick,All amenities
4046,9046,For rent,centrs,Klijānu 6,2,70.0,8.0,9.0,Jaun.,Panel-Brick,All amenities
4048,9048,For rent,Grīziņkalns,Zvaigžņu 18,3,70.0,4.0,5.0,103.,Brick,All amenities
4049,9049,For rent,Vecmīlgrāvis,Kalngales 1,1,34.0,8.0,9.0,602.,Panel,All amenities
4051,9051,For rent,Ziepniekkalns,Tīraines 10,2,36.0,2.0,4.0,602.,Brick-Panel,All amenities
4061,9061,For rent,Ķengarags,Aglonas 12,3,60.0,1.0,5.0,LT proj.,Panel,All amenities
4063,9063,For rent,Mežciems,Kaivas 50/1,3,70.0,5.0,5.0,Jaun.,Panel,All amenities
4064,9064,For rent,centrs,Bruņinieku 104,2,47.0,3.0,5.0,P. kara,Brick,All amenities
4065,9065,For rent,Sarkandaugava,Sīmaņa 6,1,27.0,2.0,2.0,P. kara,Brick,All amenities
4072,9072,For rent,Imanta,Anniņmuižas bulvāris 38,2,64.0,10.0,18.0,Jaun.,Panel,All amenities
4076,9076,For rent,centrs,Lāčplēša 127,2,95.0,3.0,3.0,Renov.,Brick,All amenities
4079,9079,For rent,centrs,Eksporta 2a,3,80.0,3.0,6.0,Specpr.,Brick,All amenities
4080,9080,For rent,centrs,Barona 76,3,68.0,3.0,6.0,Renov.,Masonry,All amenities
4081,9081,For rent,centrs,Barona 76,3,80.0,3.0,6.0,Renov.,Masonry,All amenities
4083,9083,For rent,Purvciems,Astras 8,1,40.0,5.0,24.0,Jaun.,Panel,All amenities
4088,9088,For rent,Iļģuciems,Lielezeres 10,1,45.0,2.0,5.0,Jaun.,Panel,All amenities
4090,9090,For rent,Jugla,Juglas 51,1,32.0,5.0,5.0,LT proj.,Panel,All amenities
4095,9095,For rent,Imanta,Dammes 1,1,37.0,7.0,9.0,602.,Panel,All amenities
4098,9098,For rent,Purvciems,Ieriķu 32,2,48.0,4.0,5.0,Specpr.,Brick,All amenities
4101,9101,For rent,Teika,Ropažu 105,2,47.0,2.0,2.0,Hrušč.,Brick,All amenities
4103,9103,For rent,centrs,Matīsa 38,2,46.0,3.0,6.0,Renov.,Brick,All amenities
4105,9105,For rent,Krasta r-ns,Salacas 16,1,50.0,10.0,16.0,104.,Panel,All amenities
4106,9106,For rent,Āgenskalns,Kalnciema 107,1,15.0,1.0,3.0,Hrušč.,Brick,All amenities
4107,9107,For rent,Maskavas priekšpilsēta,Katoļu 35a,1,40.0,6.0,6.0,Renov.,Masonry,All amenities
4109,9109,For rent,Ziepniekkalns,Ozolciema 56/2,2,49.0,9.0,9.0,602.,Panel,All amenities
4110,9110,For rent,centrs,Ģertrūdes 54,1,29.0,4.0,6.0,P. kara,Masonry,All amenities
4111,9111,For rent,centrs,Ģertrūdes 54,3,85.0,4.0,6.0,P. kara,Masonry,All amenities
4113,9113,For rent,Sarkandaugava,Sarkandaugavas 2,1,34.0,4.0,5.0,103.,Brick-Panel,All amenities
4115,9115,For rent,centrs,Stabu 52,2,42.0,3.0,3.0,P. kara,Wood,All amenities
4117,9117,For rent,centrs,Eksporta 12,2,57.0,3.0,6.0,Renov.,Brick-Panel,All amenities
4118,9118,For rent,Pļavnieki,Keldiša 24,2,50.0,9.0,9.0,602.,Panel,All amenities
4121,9121,For rent,Mežaparks,Viestura pr. 43,2,35.0,2.0,9.0,Specpr.,Brick,All amenities
4123,9123,For rent,Purvciems,Vaidavas 2,1,32.0,4.0,5.0,Specpr.,Brick-Panel,All amenities
4127,9127,For rent,Vecmīlgrāvis,Sniega 3,1,35.0,1.0,2.0,Specpr.,Brick,All amenities
4128,9128,For rent,centrs,Pētersalas 18,2,40.0,3.0,5.0,Hrušč.,Brick,All amenities
4130,9130,For rent,Dzegužkalns,Eiženijas 17,2,40.0,4.0,4.0,Jaun.,Panel-Brick,All amenities
4133,9133,For rent,centrs,Rūpniecības 7,3,108.0,4.0,5.0,P. kara,Masonry,All amenities
4138,9138,For rent,Āgenskalns,Kristapa 16,2,40.0,3.0,5.0,Hrušč.,Brick,All amenities
4139,9139,For rent,Bolderāja,Platā 22,1,40.0,9.0,9.0,Specpr.,Brick,All amenities
4141,9141,For rent,Ziepniekkalns,Īslīces 9,1,42.0,8.0,9.0,119.,Panel,All amenities
4142,9142,For rent,Teika,Ieriķu 37,1,31.0,2.0,5.0,LT proj.,Panel,All amenities
4146,9146,For rent,Zolitūde,Zolitūdes 46,2,56.0,4.0,9.0,119.,Panel,All amenities
4147,9147,For rent,centrs,Artilērijas 64a,1,25.0,4.0,6.0,P. kara,Brick,All amenities
4153,9153,For rent,centrs,Sadovņikova 47,1,30.0,2.0,5.0,Renov.,Brick,All amenities
